Left_Limbic,1
Right_Limbic,2
Left_Executive,3
Right_Executive,4
Left_Rostral_motor,5
Right_Rostral_motor,6
Left_Caudal_motor,7
Right_Caudal_motor,8
Left_Parietal,9
Right_Parietal,10
Left_Occipital,11
Right_Occipital,12
Left_Temporal,13
Right_Temporal,14
